name,age,age_group,country,handedness,home_location_type,sleep,sleep_group,tertiary_qualifications
Kathleen Little,98,8,1,1,3,8.0,2,1
Casey Olson,28,2,1,1,2,5.0,1,1
Patricia Wyatt,28,2,1,2,3,8.5,2,1
Anthony Flores,69,6,1,3,2,5.5,1,1
Jasmine Stokes,45,4,1,3,1,5.0,1,2
Mariah Pennington,59,5,4,2,1,4.5,1,1
Ryan Williamson,31,3,4,1,1,8.0,2,1
Jerry Moyer DDS,45,4,1,1,1,8.5,2,1
Andrew Martin,48,4,1,1,3,9.0,3,1
Kelsey Raymond,8,1,1,1,1,7.5,2,1
Rachel Cohen,52,5,2,1,1,7.0,2,1
Dawn Miller,37,3,1,1,3,8.5,2,1
Isabella Gardner,21,2,1,1,1,5.5,1,1
Shannon Harris,14,1,1,1,2,7.5,2,1
Brian Jones,16,1,1,2,3,7.0,2,1
Kathy Terry,36,3,1,1,3,9.5,3,2
Stephanie Villanueva,72,7,2,1,1,5.0,1,2
Renee Martinez,30,3,2,3,1,6.5,1,1
Randy Molina,47,4,2,1,1,7.0,2,1
Joel Chandler,84,8,3,1,3,6.0,1,1
Krista Villa,49,4,4,2,1,8.5,2,1
Marilyn Barrett,17,1,2,1,3,7.5,2,1
Samantha Porter,33,3,1,1,3,7.5,2,1
Austin Reese,9,1,1,1,1,9.5,3,1
Kenneth Howard,39,3,3,1,3,8.5,2,2
Thomas Mathis,31,3,3,1,3,8.5,2,1
Mrs. Miranda Jones,58,5,4,1,2,9.0,3,3
Alicia Mcintyre,15,1,4,1,2,6.0,1,1
Darlene Barker,67,6,1,1,2,3.5,1,1
Heather Stephenson,80,8,4,2,3,7.0,2,1
William York,19,1,1,1,1,8.0,2,1
Jessica Page,8,1,1,3,1,7.5,2,1
Tara Mcguire,40,4,4,1,1,6.0,1,3
Robert Alvarado,86,8,1,2,2,8.0,2,1
Wesley Harper,36,3,1,1,1,6.5,1,1
Lori Gordon,57,5,1,1,1,9.0,3,1
Tracy Dillon,8,1,1,1,1,9.5,3,1
Brandon Sanders,76,7,3,1,3,9.0,3,1
Jessica Torres,53,5,1,1,1,8.5,2,3
Paige Vasquez,35,3,1,1,1,6.0,1,3
Clifford Williams,58,5,1,1,3,6.5,1,1
Timothy Garrett,99,8,2,2,1,8.0,2,1
Robert Watkins,69,6,1,1,1,8.0,2,1
Christina James,24,2,4,1,1,6.5,1,1
Kristin Roberts,96,8,3,2,3,4.0,1,1
Andrew Hatfield,26,2,1,2,1,7.5,2,3
Kathy Phillips,14,1,3,1,2,8.5,2,1
Margaret Green,52,5,1,1,3,9.0,3,1
Dale Cruz,69,6,3,2,2,7.0,2,1
David Carpenter,97,8,4,1,1,8.5,2,2
Kayla Mcconnell MD,99,8,3,1,1,7.5,2,2
Michael Robinson,79,7,2,1,3,4.5,1,2
Wesley Waller,55,5,1,1,2,6.0,1,1
Thomas Richardson,12,1,1,1,1,8.0,2,1
Michael Casey,36,3,3,1,1,7.5,2,3
Brittany Bell,15,1,1,2,2,9.0,3,1
Leah May,51,5,1,1,2,5.5,1,1
Judy White,96,8,1,1,1,6.0,1,2
Melanie Allen,38,3,1,1,3,6.0,1,2
Patrick Solomon,64,6,4,1,2,4.0,1,1
Jeffrey Hall,50,5,4,1,1,8.5,2,2
John Taylor,80,8,2,1,1,7.5,2,1
Jake Chan,67,6,1,3,3,7.5,2,2
Kenneth Sanchez,37,3,1,1,2,10.0,3,1
Jackie Smith,62,6,2,1,3,7.0,2,2
Barbara Cole,82,8,1,1,1,7.0,2,1
Frank Henderson,17,1,3,1,2,9.0,3,1
Amanda Wood,94,8,1,2,1,7.0,2,1
Nancy Simmons,95,8,1,2,1,5.0,1,1
Kathleen Carr,88,8,1,1,1,6.0,1,1
Adam Koch,47,4,3,1,1,9.0,3,1
Tonya Mendez,22,2,3,3,3,10.0,3,1
Nicole Kelly,35,3,1,1,1,8.5,2,1
Sarah Harmon,50,5,2,1,1,7.5,2,1
Keith Andrade,13,1,2,3,1,11.5,3,1
Kathleen Turner,60,6,2,1,2,4.5,1,1
Ronald Preston,48,4,3,1,3,8.5,2,1
William Hill,46,4,1,1,1,8.0,2,1
George Rhodes,79,7,1,3,2,8.0,2,2
Jennifer Bennett,15,1,2,1,3,7.5,2,1
Christopher Madden,55,5,4,1,1,5.5,1,1
Judith Barajas,56,5,1,1,2,8.0,2,1
Richard Morales DVM,85,8,3,1,3,7.5,2,3
Justin Wright,57,5,1,1,1,6.5,1,1
Luke George,12,1,1,1,2,7.0,2,1
Chris Velazquez,35,3,1,1,2,5.0,1,1
Joshua Carter,37,3,2,1,2,5.5,1,1
James Lewis,33,3,4,1,3,6.5,1,1
Mr. Brian Owens,22,2,1,2,1,7.0,2,1
Gary Martinez,67,6,1,2,1,4.0,1,1
Samantha Davis,86,8,2,1,1,6.5,1,1
Emily Stevens,69,6,1,1,1,10.0,3,1
Juan Carter,21,2,1,1,2,7.5,2,1
Shannon Saunders,56,5,1,2,1,7.5,2,1
Valerie Fisher,22,2,3,1,2,7.5,2,1
Ryan Owens MD,92,8,1,1,2,5.0,1,1
Dawn Parks,72,7,2,1,1,5.5,1,1
Phillip Smith,59,5,2,1,1,7.5,2,2
George Mcclure,22,2,3,1,3,7.0,2,1
Amber Petersen,27,2,1,1,3,8.5,2,2
Vincent Anderson,73,7,2,2,2,7.5,2,1
John Norman,64,6,2,1,2,9.0,3,1
Stephanie Alvarado,63,6,1,3,1,5.5,1,1
Scott Romero,43,4,1,1,1,4.0,1,1
Jessica Carroll,38,3,4,2,1,8.0,2,2
Corey Hardy,43,4,4,1,3,5.5,1,1
Sergio Carlson,16,1,3,1,3,9.0,3,1
Joseph Rojas,11,1,2,1,1,10.5,3,1
Jeanette Lee,15,1,3,2,2,11.0,3,1
Dan Rodriguez,37,3,2,1,3,6.0,1,1
Peter Cunningham,33,3,2,1,3,9.0,3,1
Teresa Allen,86,8,3,1,1,8.0,2,1
Jose Moore,86,8,3,1,3,11.0,3,1
Suzanne Bryant,76,7,1,1,2,7.0,2,1
Jillian Stokes,34,3,2,2,2,8.5,2,1
Kevin Obrien,52,5,2,1,2,7.0,2,1
Kristen Guzman,40,4,2,1,1,8.0,2,3
Mary Miranda,61,6,4,1,1,7.5,2,2
Zachary Vega,86,8,3,1,1,5.0,1,1
Daniel Jackson,55,5,1,3,1,6.5,1,2
Victor Harris,11,1,1,1,3,8.5,2,1
Randy Valdez,76,7,1,1,3,9.0,3,1
Sylvia Moore,62,6,1,3,2,5.0,1,1
Jason Hoffman,11,1,1,1,1,9.5,3,1
Kristina Smith,73,7,1,1,1,7.5,2,1
Robin Brooks,26,2,4,1,2,8.0,2,3
Brittany Mathis,83,8,2,2,1,6.5,1,1
Stephanie Bryant,16,1,2,1,1,7.5,2,1
Jesse Meza,16,1,1,1,2,5.0,1,1
Jessica Carter,56,5,2,2,1,10.0,3,2
Ryan Jenkins,85,8,1,1,2,7.0,2,1
Katherine Parker,51,5,3,1,3,6.5,1,2
Elizabeth Jones,79,7,1,1,1,5.0,1,1
Lisa Valdez,55,5,1,1,2,5.5,1,1
Kelly Walter,89,8,3,1,2,9.0,3,1
Ryan Williams,82,8,3,2,3,11.0,3,3
Emily Waters,43,4,1,1,1,6.0,1,2
Savannah Nelson DVM,80,8,1,1,1,4.5,1,1
James Rodriguez,9,1,1,1,2,3.5,1,1
Michael Bell,67,6,1,1,2,6.5,1,1
Paul Reed,26,2,1,1,1,5.5,1,1
James Newman,20,2,1,1,3,8.5,2,1
Juan Page,14,1,4,1,2,12.0,3,1
Julie Foster,23,2,2,3,1,5.0,1,1
Charles Wilson,48,4,2,1,1,8.5,2,1
Jamie Tanner,48,4,2,1,3,6.5,1,2
David Lamb,48,4,2,1,1,8.0,2,1
Kent Mccall,56,5,4,1,3,7.0,2,2
Pedro Whitehead,50,5,1,1,3,9.5,3,1
Daniel Thompson,8,1,4,1,1,5.0,1,1
Adam Ramirez,27,2,1,3,2,9.0,3,3
Alicia Serrano,76,7,1,1,1,8.5,2,3
Jason Allen,8,1,3,1,3,9.5,3,1
Kimberly Henderson,14,1,1,1,1,6.0,1,1
Dylan King,84,8,2,1,1,9.5,3,1
Ronald Medina,82,8,4,2,2,10.5,3,1
James Johnson,24,2,1,1,1,6.5,1,1
Paul Hurley,29,2,4,1,1,8.0,2,1
David Gregory,32,3,1,1,2,8.0,2,1
Bradley Parker,51,5,2,3,2,7.5,2,1
Raymond Wilson,72,7,2,1,1,6.5,1,1
Elizabeth Camacho,57,5,3,1,3,5.5,1,1
Kelly Whitaker,67,6,4,1,3,9.0,3,1
Lee Hunter,61,6,1,3,3,7.5,2,1
Paul Simmons,82,8,1,1,1,6.5,1,1
Chase Stewart,89,8,3,1,1,8.5,2,2
Audrey Wiley,38,3,2,2,1,7.0,2,3
Charles Anderson,76,7,3,1,3,7.0,2,1
Benjamin Medina,50,5,2,1,1,10.0,3,2
Jacob Nguyen,47,4,4,1,3,4.0,1,2
Oscar Guerra,11,1,2,1,1,5.5,1,1
Michael Hull,90,8,1,2,2,7.5,2,1
Monica Mack,86,8,1,1,1,10.0,3,1
Michael Wagner,50,5,2,1,1,6.0,1,1
Sarah Padilla,55,5,4,1,2,8.0,2,2
Angelica Sloan,45,4,4,1,2,8.5,2,1
Dean Cain,23,2,1,1,1,10.0,3,1
Ann Ross PhD,83,8,3,1,2,6.5,1,1
Jacob Rodriguez,59,5,4,3,3,7.5,2,1
Timothy Conley,63,6,1,1,2,5.5,1,1
Steven Oliver,45,4,4,1,1,4.5,1,1
Michelle Price,33,3,2,2,2,8.5,2,1
Ryan Johnston,52,5,4,2,2,6.5,1,1
Heather Rhodes,21,2,2,1,1,8.0,2,1
Melody Wright,92,8,4,1,1,6.0,1,1
Anthony Thompson,57,5,1,1,1,7.0,2,2
Bill Walters,57,5,1,2,1,10.0,3,1
Emily Taylor,41,4,1,2,2,5.0,1,2
Gina Campbell,41,4,3,1,2,8.0,2,2
Darren Nash,49,4,4,1,3,8.5,2,1
Jeremy Anderson,8,1,1,1,1,5.0,1,1
Scott Winters,69,6,2,3,3,6.0,1,1
Harry Miller,81,8,1,2,2,4.5,1,2
Erica Young,65,6,1,1,2,9.0,3,2
Cassidy Harper,65,6,2,1,2,7.0,2,1
Alison Ellis,16,1,4,3,3,7.5,2,1
Anthony Andrews,78,7,1,3,2,7.0,2,1
Bryce Wang,92,8,1,3,1,7.0,2,2
Kevin Chandler,56,5,2,2,2,9.0,3,1
Hannah King,21,2,3,1,3,5.5,1,1
Samantha Kerr,8,1,3,1,2,7.0,2,1
Mrs. Deborah Nolan DVM,14,1,3,2,3,10.0,3,1
Timothy Garza,11,1,1,1,3,7.5,2,1
Philip Rodriguez,48,4,4,1,1,8.5,2,1
Cynthia Kim MD,51,5,4,1,2,8.5,2,2
Anthony Herman,46,4,2,1,1,10.0,3,1
Miss Jasmine Mcknight PhD,42,4,2,1,1,6.0,1,1
James Le,75,7,4,2,3,7.0,2,1
Megan Jones,18,1,1,1,1,10.5,3,1
Jonathan Anderson,59,5,4,2,2,6.5,1,1
Christopher Mccullough,35,3,2,1,1,8.0,2,1
Darren Bradley,44,4,1,1,1,7.5,2,1
Vanessa Adams,39,3,4,1,3,6.5,1,1
Margaret Thompson,77,7,4,1,2,4.0,1,1
Jeffrey Washington,63,6,1,3,2,7.5,2,1
Gary Lee,73,7,2,3,1,8.0,2,3
Charles Sandoval,62,6,4,1,3,9.5,3,1
Matthew Alvarado,79,7,1,3,3,8.0,2,1
Tina Decker,79,7,1,3,3,6.0,1,2
Kenneth Jacobs,42,4,2,1,1,8.0,2,1
Nathan Robinson,20,2,2,2,2,8.5,2,2
Amanda Day,71,7,2,1,1,7.0,2,1
Lisa Francis,19,1,1,1,2,8.0,2,1
Amanda Johnson,43,4,3,2,1,8.0,2,1
Charles Hoffman,54,5,4,1,3,6.5,1,1
Michael Campbell,23,2,2,1,1,7.5,2,1
Keith Herman,58,5,3,2,2,7.0,2,1
Christopher Roberts,48,4,2,1,1,8.5,2,1
Brandy Guzman,77,7,1,1,1,9.5,3,1
Dr. Wayne Ferguson,70,7,1,1,1,7.0,2,1
Cassandra Morse,82,8,3,3,1,10.5,3,1
Jack Medina,35,3,3,2,3,4.5,1,2
Aaron Glenn,46,4,1,1,1,7.0,2,2
Amy Meyer,94,8,3,1,2,6.5,1,1
Andre Daniels,35,3,1,1,2,8.0,2,2
Tim Reynolds,63,6,2,2,1,8.0,2,1
Anthony Beck,60,6,4,1,2,3.0,1,2
Kimberly Horn,56,5,1,1,2,6.5,1,1
Jared Dawson,87,8,2,1,1,7.5,2,1
Allison Webb,40,4,4,1,1,7.0,2,1
Kyle Stanton,27,2,4,1,2,5.5,1,2
Leslie Garcia,15,1,3,1,1,7.5,2,1
Robert Malone,41,4,1,1,2,7.5,2,1
Joseph Quinn,40,4,2,1,3,8.0,2,1
Derrick May,49,4,3,1,1,7.5,2,1
Heather Patel,47,4,2,1,3,8.5,2,2
Tony Mercer,82,8,1,1,2,7.0,2,1
Valerie King,17,1,1,1,2,9.0,3,1
Nathan Rodgers,57,5,1,1,1,6.5,1,1
David Baker,24,2,3,1,2,7.0,2,2
Kimberly Chang,54,5,1,1,2,6.0,1,2
Tanner Fritz,8,1,1,1,1,9.0,3,1
Anthony Jones,27,2,4,2,1,6.5,1,1
Bernard Kelly,82,8,1,1,3,5.5,1,1
Xavier Fletcher,14,1,1,1,2,6.0,1,1
Tami Woods,17,1,3,1,2,8.5,2,1
Stephen Patrick,71,7,4,2,1,9.0,3,1
Jeremy Powell,83,8,3,2,1,8.0,2,1
Dean Bradshaw Jr.,37,3,1,3,2,7.0,2,2
Anna Durham,37,3,1,1,3,7.0,2,1
Allison Mosley,40,4,2,1,3,8.0,2,1
Jennifer Robinson,14,1,1,1,1,5.5,1,1
Nicole Kim,52,5,1,1,1,5.5,1,2
Terrence Lopez,67,6,3,1,3,5.5,1,2
Luke Callahan,46,4,1,1,2,7.0,2,1
Allison Scott,37,3,1,1,2,7.0,2,1
Haley Ward,15,1,3,1,2,7.0,2,1
Daniel Fox,65,6,1,1,1,5.0,1,1
Gregory Wells,32,3,2,1,1,6.0,1,1
Michael Doyle,90,8,2,1,1,10.0,3,1
Joseph Lewis,83,8,1,2,3,7.0,2,1
Tyler Graves,24,2,2,1,3,8.5,2,1
Jacqueline Campbell,83,8,1,2,1,6.0,1,1
Ryan Sullivan,44,4,1,1,1,8.0,2,1
Barbara Nguyen,75,7,1,1,2,7.5,2,2
Lisa Schneider,66,6,2,1,1,9.5,3,2
Julia Orr,39,3,1,3,1,8.0,2,1
Amber Hill,54,5,1,1,1,8.0,2,1
Kimberly Wells,38,3,1,1,2,6.5,1,1
Justin Ward,71,7,1,1,1,6.0,1,2
Jeffrey Price,58,5,1,1,3,6.5,1,1
Melissa Sharp,96,8,1,1,1,8.5,2,1
Kelly Kim,34,3,1,1,1,8.0,2,1
David Reeves,36,3,1,1,1,8.0,2,1
Mr. Anthony Lopez,75,7,3,1,3,7.5,2,1
Andrew Craig,46,4,1,1,1,7.0,2,1
Gabriela Rogers,38,3,2,1,1,8.5,2,1
Kenneth Paul,15,1,1,1,1,5.0,1,1
Bryan Perez,56,5,1,2,2,8.5,2,1
Bailey Burton,40,4,3,2,1,10.0,3,2
Eric Olson,18,1,4,1,3,7.5,2,1
Leah Austin,70,7,4,1,3,7.0,2,2
Donald Craig,55,5,1,3,3,7.0,2,1
Martin Cook,94,8,4,1,3,6.0,1,1
Sharon Young,44,4,2,1,1,7.0,2,2
Brian Abbott,9,1,2,1,1,9.0,3,1
Gregory Anderson,46,4,3,2,1,7.0,2,1
Joshua Ford,10,1,4,1,2,7.0,2,1
Ruth Spencer,58,5,1,2,1,7.5,2,3
Vanessa Pierce,72,7,1,1,1,7.0,2,1
Crystal Santana,59,5,3,1,3,7.5,2,2
Mary Marsh,29,2,2,2,3,4.0,1,1
Caitlyn Cunningham,52,5,3,1,2,7.5,2,1
Monica Mclean,17,1,1,1,3,8.0,2,1
Nathan Scott,12,1,1,1,1,9.5,3,1
Jacob Reed,32,3,1,1,3,9.5,3,1
Shannon Lee,39,3,1,1,3,7.5,2,2
Cathy Mcfarland,15,1,1,1,1,7.0,2,1
Stephen Scott,21,2,1,1,2,9.5,3,1
Scott Miller,29,2,2,1,3,5.0,1,1
Larry Parrish,50,5,4,1,1,7.0,2,2
Curtis Stone,19,1,1,1,1,7.5,2,1
Sabrina Shepherd,49,4,3,1,2,6.5,1,3
Beverly Livingston,98,8,4,1,1,9.5,3,1
Patricia Brown,44,4,3,1,2,8.0,2,1
Lindsey Rice,38,3,3,1,3,5.0,1,1
Micheal Chapman,28,2,2,1,1,7.5,2,1
Tyler Fuller,39,3,1,1,2,6.5,1,1
Richard Wallace,99,8,1,1,2,8.5,2,1
Joshua Johnson,17,1,1,1,1,7.5,2,1
Gary Murphy,63,6,2,1,1,5.5,1,1
Amanda Guerra,34,3,1,1,2,9.5,3,2
Steven Burgess,69,6,1,3,1,7.0,2,1
Christopher Walsh,17,1,2,1,1,5.0,1,1
Caitlin Wilson,59,5,1,1,3,5.0,1,1
Kerri Chang,36,3,2,1,1,6.5,1,1
Julia Smith,19,1,2,1,1,10.0,3,1
William Jones,44,4,2,2,2,7.0,2,1
Jeffrey Parker,94,8,1,1,2,3.5,1,1
Ernest Burke,84,8,2,1,1,9.5,3,1
Jeffrey Davis,83,8,1,1,1,3.0,1,1
Julia Vargas,22,2,4,1,3,7.5,2,1
Jorge Ford,19,1,2,1,1,8.5,2,1
Andrew Powell,12,1,1,1,2,8.0,2,1
Jennifer Henderson,88,8,3,1,3,7.5,2,1
Sarah Clarke,77,7,3,2,1,8.5,2,1
Haley Wilson,30,3,3,1,1,7.5,2,1
Ashley Cervantes,34,3,2,3,1,5.5,1,1
Christian Hill,56,5,3,1,1,7.5,2,3
Zachary Marshall,49,4,3,2,2,7.5,2,2
Anthony Webster,47,4,2,1,1,7.5,2,1
Zachary Miller,74,7,2,1,1,8.5,2,1
Donna Ball,79,7,1,1,1,5.0,1,3
Julia Maynard,70,7,1,1,1,6.5,1,1
Victoria Perez,44,4,4,2,1,4.5,1,3
Dr. Andrew Berry,10,1,1,2,1,8.0,2,1
Joseph Molina,74,7,3,1,1,6.5,1,1
John Peterson,11,1,1,1,1,6.5,1,1
James Lewis,26,2,1,1,2,10.5,3,1
Kathleen Shah,31,3,1,1,2,8.5,2,1
Steven Juarez,61,6,1,1,1,7.0,2,1
Tammy Klein,57,5,4,1,2,6.0,1,1
Pamela Nelson,16,1,3,3,1,8.0,2,1
Ashley Martinez,29,2,1,1,1,6.0,1,3
Gina Higgins,32,3,3,3,3,5.5,1,1
Jessica Rubio,31,3,1,2,1,6.0,1,1
Anthony Matthews,46,4,4,1,1,10.0,3,1
Michael Mitchell,51,5,1,2,3,7.5,2,1
Brian Olson,19,1,1,1,1,8.5,2,1
Richard Hutchinson,51,5,1,3,2,4.5,1,1
Peter Crosby,80,8,2,2,1,6.5,1,1
Michael Fernandez,79,7,4,2,3,4.0,1,1
Kelsey Montes,88,8,1,1,2,7.0,2,1
Emily Garrett,80,8,4,1,2,7.0,2,2
Julie Taylor,82,8,1,1,1,8.0,2,1
Travis Duncan,12,1,1,1,3,8.5,2,1
Mrs. Hannah Padilla,17,1,1,1,1,9.5,3,1
Matthew Gomez,46,4,1,1,1,6.0,1,3
Pamela Santiago,93,8,4,1,1,6.0,1,1
Darren Rodriguez,29,2,3,3,3,8.5,2,1
Eric Gordon,12,1,2,1,2,8.5,2,1
Michelle Lowe,73,7,1,1,3,7.0,2,2
Jonathan Simmons,39,3,1,1,2,6.5,1,1
Casey Harris,67,6,1,1,3,7.0,2,1
Ricardo Salinas,56,5,2,1,1,7.5,2,1
Eric Smith,50,5,4,2,1,7.0,2,1
Peter Nelson,27,2,1,3,1,9.5,3,1
Amy Moss,24,2,1,1,3,4.0,1,1
Gregory Taylor,23,2,4,1,2,8.5,2,1
Tyler Holmes,64,6,4,1,3,7.5,2,1
Carmen Cooper,25,2,2,2,1,7.5,2,3
Scott Ramsey,13,1,1,1,2,5.0,1,1
Megan Williams,97,8,2,1,2,4.5,1,1
Paul Gillespie,63,6,4,1,3,6.0,1,2
Joshua Frazier,18,1,3,1,2,7.5,2,1
Elizabeth Larson,32,3,2,1,3,7.5,2,1
Tara Cannon,23,2,2,1,1,10.0,3,3
Daniel Evans,30,3,1,3,3,6.0,1,1
Michael Curtis,33,3,3,1,1,6.0,1,2
Joseph Charles,10,1,1,1,1,8.5,2,1
Melissa Perez,33,3,1,2,1,6.0,1,1
Kenneth Mcclure,31,3,1,1,1,7.5,2,1
Christopher Johnson,54,5,3,2,3,7.0,2,1
Kristen Zimmerman,12,1,4,1,1,8.0,2,1
Todd Jones,45,4,2,1,1,9.0,3,1
Mario Bass,60,6,1,1,1,7.5,2,1
Ana Campbell,36,3,1,1,1,9.0,3,1
Zachary Stevens,56,5,3,1,1,7.0,2,1
Danielle Crawford,66,6,2,1,1,8.5,2,1
Matthew Bauer,41,4,2,2,1,4.5,1,1
Meredith Green,70,7,1,1,1,8.5,2,1
Marc Hall,67,6,1,1,3,7.5,2,1
Sarah Collins,30,3,1,1,1,6.0,1,3
Devin Thomas,17,1,1,1,2,8.5,2,1
Maria Barry,87,8,2,1,1,7.0,2,1
Kathleen Ortega,39,3,4,1,1,8.5,2,1
Carrie Harvey,69,6,1,1,1,5.5,1,1
Carolyn Richard,41,4,1,1,2,7.0,2,2
Monica Taylor,38,3,1,1,3,9.0,3,1
Todd Patterson,84,8,2,1,2,9.5,3,1
Jessica Wilson,79,7,3,1,1,8.0,2,1
Meagan Roman,37,3,1,1,3,6.5,1,1
John Jackson,41,4,1,1,3,8.0,2,1
Robert Bass MD,8,1,1,1,2,8.5,2,1
Kara Morgan,41,4,2,1,1,7.5,2,2
Cynthia Gregory,36,3,4,1,3,8.5,2,1
Mitchell Norris,76,7,1,2,1,7.0,2,1
Kelly Moore,48,4,1,1,2,9.5,3,1
George Edwards,69,6,2,1,1,6.5,1,1
William Watson,15,1,1,2,1,6.5,1,1
Dalton Anderson,28,2,1,1,2,8.5,2,1
Joshua Hart,93,8,1,1,1,7.0,2,2
Priscilla Hoffman,25,2,1,1,2,10.0,3,1
Amy Reeves,77,7,1,1,1,8.5,2,1
Anthony Thompson DVM,60,6,4,2,2,5.5,1,2
Michael Wallace,15,1,1,2,3,11.0,3,1
Christopher Thompson,28,2,1,1,3,6.0,1,1
Casey Spencer,49,4,1,2,3,7.0,2,1
Andrea Murphy,44,4,2,1,1,6.5,1,3
Matthew Gilbert,78,7,1,2,1,7.0,2,1
Darren Anderson,81,8,3,1,2,8.0,2,1
Alexis Ramirez,50,5,2,1,1,7.0,2,1
Adrienne Johnson,9,1,3,1,2,10.0,3,1
Raymond Acevedo,70,7,1,1,3,5.0,1,1
Kelly Rowland,31,3,3,1,1,6.0,1,1
Mr. Justin Clark,98,8,4,1,3,7.0,2,1
Andrea Riddle,29,2,4,2,2,8.5,2,1
Kerri Leach,72,7,4,1,2,9.0,3,1
Patrick Griffin,19,1,2,3,1,8.5,2,1
Elizabeth Ferguson,94,8,3,3,1,5.0,1,1
Jamie Duke,52,5,1,1,2,11.0,3,1
Shawn Dean,58,5,3,1,3,7.5,2,1
Mark Benson,57,5,1,1,2,8.0,2,1
John Castaneda,30,3,2,2,1,7.5,2,1
Lisa Barton,21,2,1,1,3,9.5,3,1
Shane Davis,25,2,2,1,1,8.0,2,1
Chad Delgado,42,4,2,1,1,5.0,1,2
Austin Gomez,30,3,4,3,1,5.0,1,1
Morgan Harmon,15,1,1,3,2,8.5,2,1
Ann Wagner,52,5,2,1,1,10.0,3,1
Dr. Kyle Cochran,80,8,1,1,1,5.5,1,3
Damon Martin,58,5,3,1,3,6.5,1,3
Christina Howard,75,7,3,1,2,7.5,2,1
Christina Contreras,22,2,4,1,1,8.5,2,1
Brianna Riddle,30,3,1,1,1,7.0,2,1
Bradley Thompson,30,3,2,1,1,6.0,1,1
Christine Gordon,35,3,2,1,2,6.5,1,3
Julie Thomas,82,8,2,2,2,8.0,2,1
Shawn Lucas,64,6,2,1,1,9.0,3,1
Keith Murray,72,7,1,1,2,5.0,1,1
Cynthia Smith,81,8,3,1,2,6.0,1,2
Samantha Parker,44,4,4,1,2,6.0,1,1
Mary Williams,64,6,1,1,1,7.0,2,1
Emily Haynes,44,4,1,2,1,9.5,3,1
Michael Pratt,36,3,1,2,2,5.0,1,2
Sarah Edwards,11,1,2,1,1,4.0,1,1
Christopher Lin,33,3,2,1,1,8.0,2,1
Margaret Mitchell,74,7,1,2,2,7.5,2,1
Meagan Luna,43,4,1,2,1,10.0,3,3
John Anderson,9,1,1,1,2,10.0,3,1
Jill Owens,95,8,2,1,2,5.0,1,2
Paul Hart,8,1,1,2,3,9.5,3,1
Mrs. Victoria Pope,35,3,3,1,3,10.0,3,1
Gabriel Smith,73,7,3,1,1,9.5,3,1
Robert Banks,34,3,1,1,1,6.5,1,1
Victoria Murphy,31,3,1,1,1,6.0,1,3
Christina Mccullough,58,5,3,1,2,4.5,1,2
Scott Montgomery,51,5,2,1,1,8.5,2,1
Jeremy Short,71,7,4,1,3,9.0,3,1
Gabriel Jones,48,4,4,1,3,7.0,2,2
Robin Arnold,26,2,4,1,1,7.5,2,1
Robin Hernandez,54,5,1,2,3,7.5,2,1
David Hill,41,4,4,1,2,9.0,3,1
Lauren Brown,71,7,1,1,1,7.5,2,2
Matthew Goodwin,38,3,1,1,1,8.0,2,1
Brian Ponce,57,5,3,1,2,10.0,3,3
Rachel Kelly,76,7,4,1,3,6.5,1,1
Anthony Jackson,81,8,1,1,3,4.0,1,1
April Vasquez,89,8,1,2,2,6.5,1,2
Judith Willis,74,7,2,1,3,6.5,1,1
William Schroeder,10,1,1,1,1,7.0,2,1
Keith Bryant,22,2,3,1,3,8.0,2,1
Calvin Nicholson,79,7,1,2,1,7.5,2,1
Maria Mckenzie,53,5,4,1,2,6.0,1,1
Joshua Stafford,10,1,2,1,1,8.0,2,1
Micheal Chapman,15,1,4,3,2,5.5,1,1
Michelle Bowen,76,7,1,1,1,7.5,2,1
Charles Long,29,2,3,1,1,6.0,1,1
Michael Sullivan,12,1,1,1,3,3.5,1,1
Alejandro Snyder,27,2,4,1,1,6.0,1,1
Frederick Wright,33,3,1,1,1,6.0,1,1
Jennifer Huang,66,6,1,1,3,9.0,3,2
Guy Jarvis,28,2,4,1,1,8.0,2,1
Cheyenne Miller,15,1,3,2,3,4.0,1,1
Kristine Schroeder,24,2,1,1,1,8.5,2,2
Julie Hernandez,18,1,2,3,1,8.5,2,1
Brandon Kelly,37,3,1,1,3,7.5,2,1
Donna Hall,84,8,4,1,2,5.5,1,1
Leslie Singleton,78,7,2,2,1,7.5,2,1
William Perez,62,6,2,1,1,7.0,2,1
Patrick Jenkins,66,6,4,1,2,8.0,2,1
Lauren Moore,77,7,4,1,1,8.5,2,1
Valerie Johnson,15,1,3,2,3,9.5,3,1
Jamie Rivera,14,1,2,3,1,9.0,3,1
Matthew Weaver,13,1,4,2,2,7.0,2,1
Derrick Gonzalez,67,6,2,1,1,6.5,1,2
David Moore,52,5,3,2,1,9.5,3,2
Jennifer Ewing,18,1,1,2,2,9.5,3,1
Holly Harris,34,3,1,1,1,8.0,2,1
Christina Ramos MD,18,1,1,1,1,9.0,3,1
Amy Bartlett,62,6,1,3,1,6.0,1,1
Leslie Aguirre,49,4,1,1,1,7.5,2,2
Erin Alexander,25,2,3,2,2,8.0,2,3
Matthew Alvarado,53,5,3,1,2,6.5,1,1
Randy Peterson,66,6,1,1,1,8.0,2,1
Daniel Wu,8,1,4,2,3,7.0,2,1
Julia Cantrell,69,6,3,1,3,8.5,2,2
